Bandit,Reward,Algorithm
0,0.2047163101691194,Epsilon Greedy
1,1.9697861133809753,Epsilon Greedy
2,1.8793446053235288,Epsilon Greedy
3,2.641890788824082,Epsilon Greedy
0,4.067518648128216,Epsilon Greedy
1,3.7602942144022933,Epsilon Greedy
2,3.2560507055669197,Epsilon Greedy
3,1.2801573505548398,Epsilon Greedy
0,0.5529126679094749,Epsilon Greedy
1,1.7681337410861604,Epsilon Greedy
2,3.152588181205326,Epsilon Greedy
3,0.6274393471139348,Epsilon Greedy
0,2.4087465274746047,Epsilon Greedy
1,1.4466847986710847,Epsilon Greedy
2,1.5136798344131988,Epsilon Greedy
3,1.6954389841903637,Epsilon Greedy
0,2.4601526320256784,Epsilon Greedy
1,1.061766022080315,Epsilon Greedy
2,3.715438569274162,Epsilon Greedy
3,2.3013652009540437,Epsilon Greedy
0,1.9272277137910703,Epsilon Greedy
1,3.62711268439103,Epsilon Greedy
2,1.8316593363732974,Epsilon Greedy
3,1.999252762301011,Epsilon Greedy
0,1.8749321602774116,Epsilon Greedy
1,0.7828689340141601,Epsilon Greedy
2,3.076178712590253,Epsilon Greedy
3,1.854615988680479,Epsilon Greedy
0,2.998603924238685,Epsilon Greedy
1,-1.1477108939087097,Epsilon Greedy
2,3.736408396931075,Epsilon Greedy
3,0.34568412507790813,Epsilon Greedy
0,2.228362548476117,Epsilon Greedy
1,1.0339881891618226,Epsilon Greedy
2,1.7177862183588761,Epsilon Greedy
3,0.5377283053454744,Epsilon Greedy
0,0.41109200958004277,Epsilon Greedy
1,1.3660016874899952,Epsilon Greedy
2,1.7190873371854358,Epsilon Greedy
3,2.628721729191634,Epsilon Greedy
0,3.8936027672482654,Epsilon Greedy
1,1.4604092673520954,Epsilon Greedy
2,1.3129253114225166,Epsilon Greedy
3,2.608284883527544,Epsilon Greedy
0,1.9147167964184304,Epsilon Greedy
1,3.7399885923019145,Epsilon Greedy
2,2.273497638540272,Epsilon Greedy
3,0.48111622824835476,Epsilon Greedy
0,1.8101025918800262,Epsilon Greedy
1,1.0815130270467601,Epsilon Greedy
2,2.442461308869594,Epsilon Greedy
3,1.1083608869460941,Epsilon Greedy
0,2.8552804807969694,Epsilon Greedy
1,2.5739806990747858,Epsilon Greedy
2,2.2219507430181853,Epsilon Greedy
3,3.7302798993345747,Epsilon Greedy
0,0.7099871841096865,Epsilon Greedy
1,1.2197123719230438,Epsilon Greedy
2,0.891611662133655,Epsilon Greedy
3,0.8598894735618408,Epsilon Greedy
0,2.6623664287185953,Epsilon Greedy
1,0.24486454906429223,Epsilon Greedy
2,2.817434667430039,Epsilon Greedy
3,3.979212871930578,Epsilon Greedy
0,3.7704218847767876,Epsilon Greedy
1,1.8852467968681863,Epsilon Greedy
2,3.5172273404126924,Epsilon Greedy
3,4.196539851995308,Epsilon Greedy
0,4.350479188409844,Epsilon Greedy
1,2.979647729903563,Epsilon Greedy
2,3.196679328541399,Epsilon Greedy
3,4.101640961101852,Epsilon Greedy
0,4.216997444529961,Epsilon Greedy
1,3.8100008715659452,Epsilon Greedy
2,3.3489000720644384,Epsilon Greedy
3,3.7213083547140973,Epsilon Greedy
0,3.4729051583162223,Epsilon Greedy
1,4.898803455659744,Epsilon Greedy
2,1.8787343125656257,Epsilon Greedy
3,2.5556265492579713,Epsilon Greedy
0,4.256361083549532,Epsilon Greedy
1,5.167907340297456,Epsilon Greedy
2,3.6767526568309634,Epsilon Greedy
3,2.746117792943103,Epsilon Greedy
0,3.0146125919436426,Epsilon Greedy
1,2.5546715611142465,Epsilon Greedy
2,3.2234114126420144,Epsilon Greedy
3,3.258476481080568,Epsilon Greedy
0,3.660726183041202,Epsilon Greedy
1,2.8203827225643145,Epsilon Greedy
2,3.355098821620052,Epsilon Greedy
3,4.453470112107191,Epsilon Greedy
0,0.11897613290700049,Epsilon Greedy
1,2.4796486290466944,Epsilon Greedy
2,1.802537950730406,Epsilon Greedy
3,2.1245872651415176,Epsilon Greedy
0,3.114343703619708,Epsilon Greedy
1,3.693988111956513,Epsilon Greedy
2,3.9774015314667093,Epsilon Greedy
3,2.3738947281856237,Epsilon Greedy
0,2.7389783636139797,Epsilon Greedy
1,3.120901465233348,Epsilon Greedy
2,3.488324676321346,Epsilon Greedy
3,2.6467642118888244,Epsilon Greedy
0,3.8867361736546933,Epsilon Greedy
1,3.754793939455358,Epsilon Greedy
2,3.218185054849978,Epsilon Greedy
3,2.7542865592336225,Epsilon Greedy
0,2.6937518128336286,Epsilon Greedy
1,1.7689839189631154,Epsilon Greedy
2,2.8462863889885557,Epsilon Greedy
3,1.0268355572763805,Epsilon Greedy
0,4.020279899358037,Epsilon Greedy
1,2.596098151420424,Epsilon Greedy
2,3.1780243027799737,Epsilon Greedy
3,1.9060678987485848,Epsilon Greedy
0,5.629526559238012,Epsilon Greedy
1,1.790342118860926,Epsilon Greedy
2,3.729563034599928,Epsilon Greedy
3,1.5860843515863772,Epsilon Greedy
0,2.664549697128338,Epsilon Greedy
1,1.9137319151037586,Epsilon Greedy
2,3.256317198152832,Epsilon Greedy
3,3.83623173254347,Epsilon Greedy
0,2.2944539811890428,Epsilon Greedy
1,2.8268608396955366,Epsilon Greedy
2,2.9212341102945545,Epsilon Greedy
3,3.716175233749539,Epsilon Greedy
0,6.209680604833302,Epsilon Greedy
1,1.3886006167137088,Epsilon Greedy
2,1.7958318645349587,Epsilon Greedy
3,4.339614799199833,Epsilon Greedy
0,5.314127722195874,Epsilon Greedy
1,2.1158133642872525,Epsilon Greedy
2,1.2181161441563497,Epsilon Greedy
3,1.8553106173121547,Epsilon Greedy
0,4.532645742330285,Epsilon Greedy
1,1.537039541373501,Epsilon Greedy
2,5.361886417591421,Epsilon Greedy
3,1.7735550742253723,Epsilon Greedy
0,1.4701730420941213,Epsilon Greedy
1,2.224353774305599,Epsilon Greedy
2,1.7975264204616852,Epsilon Greedy
3,2.8002610231986136,Epsilon Greedy
0,1.5371594021743948,Epsilon Greedy
1,3.053129204464744,Epsilon Greedy
2,1.1899886182358808,Epsilon Greedy
3,3.63766871483525,Epsilon Greedy
0,3.668854477519714,Epsilon Greedy
1,2.1086374374816295,Epsilon Greedy
2,3.0125685170598007,Epsilon Greedy
3,2.2079389505822253,Epsilon Greedy
0,2.4811651189349173,Epsilon Greedy
1,2.8577292047810503,Epsilon Greedy
2,1.9006457975281583,Epsilon Greedy
3,2.9613187972142114,Epsilon Greedy
0,3.1548348345184762,Epsilon Greedy
1,3.800415140303807,Epsilon Greedy
2,2.4682931050128754,Epsilon Greedy
3,3.7318501883267485,Epsilon Greedy
0,2.2292231733070063,Epsilon Greedy
1,3.4798419926771604,Epsilon Greedy
2,2.098232335764007,Epsilon Greedy
3,2.6520856807150994,Epsilon Greedy
0,3.795824868182911,Epsilon Greedy
1,3.350474850370276,Epsilon Greedy
2,3.6419031504235084,Epsilon Greedy
3,1.499031818452993,Epsilon Greedy
0,3.743435218207134,Epsilon Greedy
1,2.222546077398224,Epsilon Greedy
2,1.5477677744985419,Epsilon Greedy
3,4.036497084806702,Epsilon Greedy
0,2.7214479142152626,Epsilon Greedy
1,3.4343443874668376,Epsilon Greedy
2,3.2922035995825887,Epsilon Greedy
3,2.371038104950286,Epsilon Greedy
0,2.7225003331484565,Epsilon Greedy
1,2.3807246897918573,Epsilon Greedy
2,4.749933413852757,Epsilon Greedy
3,2.2235544244491567,Epsilon Greedy
0,2.803935733285715,Epsilon Greedy
1,2.9270875488678603,Epsilon Greedy
2,2.8515462760315136,Epsilon Greedy
3,3.0687940191496867,Epsilon Greedy
0,1.976884708201194,Epsilon Greedy
1,1.1905217117481035,Epsilon Greedy
2,2.7363729064307902,Epsilon Greedy
3,3.6095030030572133,Epsilon Greedy
0,4.894635173203146,Epsilon Greedy
1,2.4383789625114645,Epsilon Greedy
2,4.981748137320992,Epsilon Greedy
3,3.6531368661185706,Epsilon Greedy
0,3.658303515991691,Epsilon Greedy
1,3.2600631266427658,Epsilon Greedy
2,2.5689403371585224,Epsilon Greedy
3,3.5493640961975395,Epsilon Greedy
0,2.484181760382689,Epsilon Greedy
1,2.4626063522268518,Epsilon Greedy
2,3.942753531904475,Epsilon Greedy
3,3.66692779050631,Epsilon Greedy
0,2.16409503957631,Epsilon Greedy
1,2.268133315076492,Epsilon Greedy
2,3.175858005254295,Epsilon Greedy
3,3.444656486711394,Epsilon Greedy
0,3.454956495513732,Epsilon Greedy
1,4.234191839209986,Epsilon Greedy
2,4.617546405090817,Epsilon Greedy
3,2.5178391808183864,Epsilon Greedy
0,1.6550740758010973,Epsilon Greedy
1,3.0961500794330146,Epsilon Greedy
2,2.3006988393015857,Epsilon Greedy
3,2.8175996549533164,Epsilon Greedy
0,3.4588889990642175,Epsilon Greedy
1,4.021477271227266,Epsilon Greedy
2,5.111798171112262,Epsilon Greedy
3,1.265519707758456,Epsilon Greedy
0,3.0872023084691524,Epsilon Greedy
1,2.011456985191218,Epsilon Greedy
2,2.3141121627438785,Epsilon Greedy
3,4.1074401506570295,Epsilon Greedy
0,3.2408683748499847,Epsilon Greedy
1,1.6986992437343265,Epsilon Greedy
2,3.7065380999940576,Epsilon Greedy
3,3.324812652126973,Epsilon Greedy
0,3.3060911472064056,Epsilon Greedy
1,2.779783290412192,Epsilon Greedy
2,3.220069795113112,Epsilon Greedy
3,3.8151199566706877,Epsilon Greedy
0,3.884901295552785,Epsilon Greedy
1,3.522342872170496,Epsilon Greedy
2,0.9840647711188377,Epsilon Greedy
3,3.249845886911332,Epsilon Greedy
0,1.473347037708175,Epsilon Greedy
1,2.029130447525247,Epsilon Greedy
2,1.1007505932091808,Epsilon Greedy
3,2.1896844570553444,Epsilon Greedy
0,3.4130319283011157,Epsilon Greedy
1,2.451643359005497,Epsilon Greedy
2,3.9776094640743223,Epsilon Greedy
3,3.7520807769833286,Epsilon Greedy
0,3.060235883761455,Epsilon Greedy
1,4.203814874911537,Epsilon Greedy
2,1.9339147657235716,Epsilon Greedy
3,4.408293683540996,Epsilon Greedy
0,2.553084934534689,Epsilon Greedy
1,3.2496076810108048,Epsilon Greedy
2,3.5717881856030607,Epsilon Greedy
3,4.723833843613284,Epsilon Greedy
0,2.856771664906038,Epsilon Greedy
1,4.8574673710670835,Epsilon Greedy
2,4.011752623212052,Epsilon Greedy
3,4.092972145940637,Epsilon Greedy
0,3.3766559416754593,Epsilon Greedy
1,1.6064630462529987,Epsilon Greedy
2,3.4434607514494573,Epsilon Greedy
3,1.4887953620791787,Epsilon Greedy
0,1.3608773919937032,Epsilon Greedy
1,4.417924624491583,Epsilon Greedy
2,2.283237393509034,Epsilon Greedy
3,4.1569608303175904,Epsilon Greedy
0,2.976410894987937,Epsilon Greedy
1,4.646267747910448,Epsilon Greedy
2,4.73416901706655,Epsilon Greedy
3,3.8978186924547016,Epsilon Greedy
0,2.495020565719566,Epsilon Greedy
1,2.8481159819554343,Epsilon Greedy
2,2.0162903152271467,Epsilon Greedy
3,2.6113065280614998,Epsilon Greedy
0,3.3186572845939137,Epsilon Greedy
1,1.9793907639965764,Epsilon Greedy
2,3.0182168712338986,Epsilon Greedy
3,3.8873156765754766,Epsilon Greedy
0,3.2098246806739983,Epsilon Greedy
1,3.452568821314339,Epsilon Greedy
2,2.7634458469234255,Epsilon Greedy
3,3.882087417505728,Epsilon Greedy
0,2.1381199612019985,Epsilon Greedy
1,1.63047423538536,Epsilon Greedy
2,1.9120453632320182,Epsilon Greedy
3,3.0529731057204503,Epsilon Greedy
0,4.210733328279022,Epsilon Greedy
1,2.4100888084548195,Epsilon Greedy
2,2.8858696228374656,Epsilon Greedy
3,4.064000865140559,Epsilon Greedy
0,1.0378308387030701,Epsilon Greedy
1,2.1715856563123075,Epsilon Greedy
2,5.0907217681847605,Epsilon Greedy
3,3.2494129381058547,Epsilon Greedy
0,3.0522563133357004,Epsilon Greedy
1,3.8108093348437118,Epsilon Greedy
2,3.436331802916506,Epsilon Greedy
3,2.380082176857152,Epsilon Greedy
0,2.503801100001912,Epsilon Greedy
1,4.361905428870311,Epsilon Greedy
2,5.021829018485005,Epsilon Greedy
3,3.3728279579591907,Epsilon Greedy
0,3.0426880723890286,Epsilon Greedy
1,4.474174642276849,Epsilon Greedy
2,1.849478806403822,Epsilon Greedy
3,2.190620410337708,Epsilon Greedy
0,3.180422282845538,Epsilon Greedy
1,1.9362870108238937,Epsilon Greedy
2,2.680135942649957,Epsilon Greedy
3,2.1628319443035515,Epsilon Greedy
0,3.0206839949998074,Epsilon Greedy
1,2.3773486509998856,Epsilon Greedy
2,2.590520983913257,Epsilon Greedy
3,4.615935693759964,Epsilon Greedy
0,3.7497370724233035,Epsilon Greedy
1,3.3749980597289664,Epsilon Greedy
2,1.9046604661211606,Epsilon Greedy
3,2.6638713889183916,Epsilon Greedy
0,0.973545624755539,Epsilon Greedy
1,3.909524016649084,Epsilon Greedy
2,3.640635432295121,Epsilon Greedy
3,3.212072984244713,Epsilon Greedy
0,3.6314663477205125,Epsilon Greedy
1,1.8848472043744662,Epsilon Greedy
2,4.045913722378945,Epsilon Greedy
3,2.85440381238909,Epsilon Greedy
0,3.43786763570444,Epsilon Greedy
1,1.918275205628337,Epsilon Greedy
2,2.7484395818001954,Epsilon Greedy
3,3.2468946061529165,Epsilon Greedy
0,3.824408644756816,Epsilon Greedy
1,3.091007206296572,Epsilon Greedy
2,3.279925214218295,Epsilon Greedy
3,3.3878233224959926,Epsilon Greedy
0,1.5907879982829327,Epsilon Greedy
1,2.832736386946666,Epsilon Greedy
2,4.224151110451329,Epsilon Greedy
3,3.2013977278839487,Epsilon Greedy
0,0.9408101734180684,Epsilon Greedy
1,2.7184202988069557,Epsilon Greedy
2,2.8141959956588116,Epsilon Greedy
3,3.441708127779761,Epsilon Greedy
0,2.8681990774498978,Epsilon Greedy
1,1.5009362523817606,Epsilon Greedy
2,3.462879525810341,Epsilon Greedy
3,4.879992560884022,Epsilon Greedy
0,0.7029620557927196,Epsilon Greedy
1,2.9137596553978784,Epsilon Greedy
2,3.552521084043511,Epsilon Greedy
3,1.6279341156459788,Epsilon Greedy
0,1.6342582264525352,Epsilon Greedy
1,2.9477651620349596,Epsilon Greedy
2,2.4371763823108648,Epsilon Greedy
3,4.403983892861991,Epsilon Greedy
0,2.769212962659256,Epsilon Greedy
1,3.8195304595566153,Epsilon Greedy
2,4.104978963888713,Epsilon Greedy
3,2.77119300660088,Epsilon Greedy
0,1.719088864914595,Epsilon Greedy
1,2.5557235296530045,Epsilon Greedy
2,2.3654256643241904,Epsilon Greedy
3,2.269551452039604,Epsilon Greedy
0,2.1303656669360915,Epsilon Greedy
1,2.3384999218930185,Epsilon Greedy
2,4.2728830441913255,Epsilon Greedy
3,2.3811893114458913,Epsilon Greedy
0,3.795773576469704,Epsilon Greedy
1,2.6109130915058123,Epsilon Greedy
2,2.5919531934448217,Epsilon Greedy
3,3.774665510995569,Epsilon Greedy
0,3.207772143446417,Epsilon Greedy
1,2.636089879317612,Epsilon Greedy
2,3.033355834723557,Epsilon Greedy
3,3.4924664267761214,Epsilon Greedy
0,4.750221748083256,Epsilon Greedy
1,3.427801896023225,Epsilon Greedy
2,4.013875841267104,Epsilon Greedy
3,3.104070628171835,Epsilon Greedy
0,3.4676911051263204,Epsilon Greedy
1,1.6083584809946798,Epsilon Greedy
2,1.3253238245933419,Epsilon Greedy
3,5.9619814441592744,Epsilon Greedy
0,3.020384366626336,Epsilon Greedy
1,2.629147080726368,Epsilon Greedy
2,2.489374140652502,Epsilon Greedy
3,3.7965245306690885,Epsilon Greedy
0,3.476276291301265,Epsilon Greedy
1,2.8673932471131556,Epsilon Greedy
2,2.665379622408377,Epsilon Greedy
3,1.9444618105076534,Epsilon Greedy
0,2.3768999310196994,Epsilon Greedy
1,4.046276139128141,Epsilon Greedy
2,1.9986856314459425,Epsilon Greedy
3,5.125792531835609,Epsilon Greedy
0,2.759667402966145,Epsilon Greedy
1,0.5105875026680353,Epsilon Greedy
2,3.7849790026676704,Epsilon Greedy
3,2.565738886267389,Epsilon Greedy
0,1.3617514556278696,Epsilon Greedy
1,1.7490047848186552,Epsilon Greedy
2,3.9188272770415553,Epsilon Greedy
3,2.9901841211963016,Epsilon Greedy
0,2.0106294405187257,Epsilon Greedy
1,2.259001226449131,Epsilon Greedy
2,1.5400688601935717,Epsilon Greedy
3,2.71180992477593,Epsilon Greedy
0,1.7067384650998092,Epsilon Greedy
1,2.0355241727770603,Epsilon Greedy
2,1.2177756023111954,Epsilon Greedy
3,3.152368076729366,Epsilon Greedy
0,3.0044119610655353,Epsilon Greedy
1,2.8395502677211395,Epsilon Greedy
2,2.038231869041,Epsilon Greedy
3,1.324637257191888,Epsilon Greedy
0,2.276054096903197,Epsilon Greedy
1,2.4618979752470227,Epsilon Greedy
2,3.3365014354197076,Epsilon Greedy
3,1.7975252148700867,Epsilon Greedy
0,4.01189368385863,Epsilon Greedy
1,2.0328387987218006,Epsilon Greedy
2,3.924531883544664,Epsilon Greedy
3,3.6006102622620286,Epsilon Greedy
0,1.7238060790047691,Epsilon Greedy
1,3.725362421448989,Epsilon Greedy
2,3.493525742189156,Epsilon Greedy
3,4.185704437686205,Epsilon Greedy
0,3.5640459119420616,Epsilon Greedy
1,2.497919738903369,Epsilon Greedy
2,4.525565323555857,Epsilon Greedy
3,2.3285678389362885,Epsilon Greedy
0,3.1796716009365076,Epsilon Greedy
1,2.400845135933694,Epsilon Greedy
2,2.383342090326515,Epsilon Greedy
3,2.3086812236756895,Epsilon Greedy
0,2.6965274178493344,Epsilon Greedy
1,2.7009929859013733,Epsilon Greedy
2,3.519516371225956,Epsilon Greedy
3,2.320784279420745,Epsilon Greedy
0,2.137728600924228,Epsilon Greedy
1,3.9028323099883435,Epsilon Greedy
2,2.898831009805155,Epsilon Greedy
3,4.047360888907505,Epsilon Greedy
0,4.224077909291309,Epsilon Greedy
1,4.512323522726048,Epsilon Greedy
2,3.205136154705281,Epsilon Greedy
3,3.484874564085495,Epsilon Greedy
0,3.157091855032913,Epsilon Greedy
1,4.249629094246719,Epsilon Greedy
2,2.923505635912517,Epsilon Greedy
3,3.1074639021920873,Epsilon Greedy
0,3.194272663368304,Epsilon Greedy
1,2.7756616913069982,Epsilon Greedy
2,4.169797856831906,Epsilon Greedy
3,3.9342732381474375,Epsilon Greedy
0,3.2060268894509987,Epsilon Greedy
1,3.3679005405791447,Epsilon Greedy
2,3.1913939300467913,Epsilon Greedy
3,0.4473695771183883,Epsilon Greedy
0,2.4917352624732763,Epsilon Greedy
1,0.8382788815177569,Epsilon Greedy
2,3.375256896810266,Epsilon Greedy
3,2.9813242037248986,Epsilon Greedy
0,3.8804935485083596,Epsilon Greedy
1,1.6776088265587972,Epsilon Greedy
2,3.607523554721515,Epsilon Greedy
3,4.730353434380382,Epsilon Greedy
0,5.176393263005464,Epsilon Greedy
1,3.41386934810198,Epsilon Greedy
2,3.1427746200563744,Epsilon Greedy
3,3.3485325266484276,Epsilon Greedy
0,2.3100505245832017,Epsilon Greedy
1,2.3780547259092306,Epsilon Greedy
2,3.686308116105528,Epsilon Greedy
3,3.466751736647977,Epsilon Greedy
0,2.9257277099336756,Epsilon Greedy
1,2.456031009198334,Epsilon Greedy
2,1.6736090161321044,Epsilon Greedy
3,3.8615930559981297,Epsilon Greedy
0,4.904450713798061,Epsilon Greedy
1,3.62361002516863,Epsilon Greedy
2,2.6650516398846795,Epsilon Greedy
3,3.98657489711946,Epsilon Greedy
0,1.996306252734077,Epsilon Greedy
1,2.4823804384408406,Epsilon Greedy
2,2.7043645971660757,Epsilon Greedy
3,2.0539515783330566,Epsilon Greedy
0,0.8995728587781633,Epsilon Greedy
1,2.367567781465878,Epsilon Greedy
2,3.738165457531548,Epsilon Greedy
3,3.1022661324179865,Epsilon Greedy
0,3.284853550580773,Epsilon Greedy
1,4.414886308132129,Epsilon Greedy
2,3.8657102016619866,Epsilon Greedy
3,4.015144120329494,Epsilon Greedy
0,1.7908438660569799,Epsilon Greedy
1,2.730727103796431,Epsilon Greedy
