Bandit,Reward,Algorithm
1,2.8655812044043216,Thompson Sampling
2,2.952455246659465,Thompson Sampling
3,4.8320511715666825,Thompson Sampling
0,5.327731959838286,Thompson Sampling
1,4.5096647776556305,Thompson Sampling
2,4.669566527949721,Thompson Sampling
3,2.7810550071207842,Thompson Sampling
0,4.274913344611855,Thompson Sampling
1,3.4983689472681663,Thompson Sampling
2,4.5572872860039375,Thompson Sampling
3,3.6051398894542603,Thompson Sampling
0,4.9894748769141275,Thompson Sampling
1,3.110032377786068,Thompson Sampling
2,4.6734566687782335,Thompson Sampling
3,3.3776120745339453,Thompson Sampling
0,3.8302304619210825,Thompson Sampling
1,4.669085488571172,Thompson Sampling
2,4.283766117689781,Thompson Sampling
3,3.590904149399011,Thompson Sampling
0,4.192055190851905,Thompson Sampling
1,6.098342987778707,Thompson Sampling
2,2.76401445689947,Thompson Sampling
3,4.182450868993782,Thompson Sampling
0,3.286635642726331,Thompson Sampling
1,3.3236986104247364,Thompson Sampling
2,4.348757913593015,Thompson Sampling
3,5.1686437818794895,Thompson Sampling
0,5.042570713032811,Thompson Sampling
1,4.754767840855853,Thompson Sampling
2,4.671965773287256,Thompson Sampling
3,4.449365088579622,Thompson Sampling
0,4.642894439707181,Thompson Sampling
1,4.005712437779618,Thompson Sampling
2,4.024518475526705,Thompson Sampling
3,4.494297037915074,Thompson Sampling
0,2.135610133747184,Thompson Sampling
1,3.8898214489296024,Thompson Sampling
2,2.0834502340719943,Thompson Sampling
3,2.549783164410446,Thompson Sampling
0,3.7223848774219985,Thompson Sampling
1,5.053440148251917,Thompson Sampling
2,3.1251001759980035,Thompson Sampling
3,2.7075052403006064,Thompson Sampling
0,3.229620068244456,Thompson Sampling
1,5.227748402325523,Thompson Sampling
2,3.9729315757199184,Thompson Sampling
3,4.028031862579744,Thompson Sampling
0,3.2840297403268184,Thompson Sampling
1,3.469156745363902,Thompson Sampling
2,1.4652744522557746,Thompson Sampling
3,5.293093875700736,Thompson Sampling
0,2.0217019069794224,Thompson Sampling
1,2.641769641315481,Thompson Sampling
2,2.8185131892591047,Thompson Sampling
3,3.5341845490364507,Thompson Sampling
0,4.374218585217558,Thompson Sampling
1,3.9297601932989212,Thompson Sampling
2,5.183501579344169,Thompson Sampling
3,3.182125263219229,Thompson Sampling
0,4.69850544226406,Thompson Sampling
1,3.574904439282789,Thompson Sampling
2,4.079031454107008,Thompson Sampling
3,4.372215028477601,Thompson Sampling
0,5.151721498638313,Thompson Sampling
1,2.9985253408375128,Thompson Sampling
2,4.484410694979543,Thompson Sampling
3,2.9958922558745,Thompson Sampling
0,4.745444077645365,Thompson Sampling
1,4.809075811463481,Thompson Sampling
2,4.474518378379145,Thompson Sampling
3,2.3667808159200123,Thompson Sampling
0,2.775534961721891,Thompson Sampling
1,4.523111851303633,Thompson Sampling
2,4.416203814397723,Thompson Sampling
3,2.573560696715978,Thompson Sampling
0,4.42545833534597,Thompson Sampling
1,3.811968245918877,Thompson Sampling
2,3.2766965771785537,Thompson Sampling
3,4.075289031228886,Thompson Sampling
0,4.784415538712583,Thompson Sampling
1,4.850626257798267,Thompson Sampling
2,6.703491235726973,Thompson Sampling
3,4.191807312193637,Thompson Sampling
0,4.932378404197879,Thompson Sampling
1,2.7619954276296963,Thompson Sampling
2,5.320336108296108,Thompson Sampling
3,2.559867826683716,Thompson Sampling
0,6.433926482553119,Thompson Sampling
1,3.2075253123084555,Thompson Sampling
2,3.523943195618566,Thompson Sampling
3,5.505365802687651,Thompson Sampling
0,3.2117484692915506,Thompson Sampling
1,4.146909420541741,Thompson Sampling
2,2.0989860923004846,Thompson Sampling
3,3.371737913732301,Thompson Sampling
0,3.902969636168252,Thompson Sampling
1,4.608823540857499,Thompson Sampling
2,2.218655564820378,Thompson Sampling
3,2.933591113765096,Thompson Sampling
0,5.226023131288978,Thompson Sampling
1,3.519152979478549,Thompson Sampling
2,3.3903153830308232,Thompson Sampling
3,3.1455554730573523,Thompson Sampling
0,4.031628035114041,Thompson Sampling
1,4.923400237073868,Thompson Sampling
2,4.759128552857839,Thompson Sampling
3,3.500199743225025,Thompson Sampling
0,4.015612640457781,Thompson Sampling
1,4.288286031191892,Thompson Sampling
2,5.420643520844083,Thompson Sampling
3,3.6236073797534107,Thompson Sampling
0,4.342821427073684,Thompson Sampling
1,4.60550905299434,Thompson Sampling
2,3.697785934641027,Thompson Sampling
3,3.9594241275187234,Thompson Sampling
0,3.3646444560605313,Thompson Sampling
1,4.2205875565329904,Thompson Sampling
2,3.667023340150777,Thompson Sampling
3,4.589540663651866,Thompson Sampling
0,3.538474314448823,Thompson Sampling
1,4.351498450181384,Thompson Sampling
2,4.947713262557646,Thompson Sampling
3,3.2644528787137297,Thompson Sampling
0,2.3323114309695168,Thompson Sampling
1,3.122186261894843,Thompson Sampling
2,3.658694783434483,Thompson Sampling
3,1.978718052470803,Thompson Sampling
0,3.0556058776297363,Thompson Sampling
1,3.553496141692164,Thompson Sampling
2,5.2371874341658025,Thompson Sampling
3,3.0707069512637277,Thompson Sampling
0,5.938732385383797,Thompson Sampling
1,1.943150449673797,Thompson Sampling
2,6.1275904945695,Thompson Sampling
3,4.169772964056169,Thompson Sampling
0,4.1440858770497435,Thompson Sampling
1,3.018369309507805,Thompson Sampling
2,3.209371268084613,Thompson Sampling
3,6.053130814679925,Thompson Sampling
0,4.143931287222773,Thompson Sampling
1,3.507632288990478,Thompson Sampling
2,3.1002385190157344,Thompson Sampling
3,3.7502066356659673,Thompson Sampling
0,3.388745708468607,Thompson Sampling
1,5.717876917641852,Thompson Sampling
2,3.8330811420569146,Thompson Sampling
3,3.061633875181965,Thompson Sampling
0,5.277820295808121,Thompson Sampling
1,2.885498700314993,Thompson Sampling
2,3.6426771426043376,Thompson Sampling
3,4.022156496611594,Thompson Sampling
0,3.924882480782559,Thompson Sampling
1,3.1922574345742745,Thompson Sampling
2,4.734002266738689,Thompson Sampling
3,3.0172613675586812,Thompson Sampling
0,3.4276307169437854,Thompson Sampling
1,6.384183525382928,Thompson Sampling
2,3.8264255157510436,Thompson Sampling
3,3.216248662414309,Thompson Sampling
0,5.007541295392038,Thompson Sampling
1,1.728030741176866,Thompson Sampling
2,4.501747832920724,Thompson Sampling
3,2.9532986262305276,Thompson Sampling
0,3.5560810153926696,Thompson Sampling
1,3.710790764253442,Thompson Sampling
2,2.5497802409401062,Thompson Sampling
3,2.298975230901392,Thompson Sampling
0,4.2027524109124945,Thompson Sampling
1,1.094268469190109,Thompson Sampling
2,4.530550128646942,Thompson Sampling
3,3.0358114684157993,Thompson Sampling
0,3.738893704197813,Thompson Sampling
1,5.587985830746319,Thompson Sampling
2,4.423491737609437,Thompson Sampling
3,5.655636574648736,Thompson Sampling
0,6.098415451674809,Thompson Sampling
1,4.969013196199631,Thompson Sampling
2,4.402217355106925,Thompson Sampling
3,3.18792933248993,Thompson Sampling
0,4.877884776390643,Thompson Sampling
1,4.713374957971161,Thompson Sampling
2,3.3475056655434727,Thompson Sampling
3,4.138150981399572,Thompson Sampling
0,3.431982360574233,Thompson Sampling
1,3.8019111008230637,Thompson Sampling
2,4.733501068257229,Thompson Sampling
3,4.852092419294458,Thompson Sampling
0,4.183775508195618,Thompson Sampling
1,4.215023956782144,Thompson Sampling
2,3.9577539972210434,Thompson Sampling
3,5.194097346337187,Thompson Sampling
0,4.723441808369957,Thompson Sampling
1,4.463587198094839,Thompson Sampling
2,4.151080010240944,Thompson Sampling
3,2.759903168627454,Thompson Sampling
0,5.408993520221135,Thompson Sampling
1,4.183924392791512,Thompson Sampling
2,3.142188987220614,Thompson Sampling
3,2.720107212906708,Thompson Sampling
0,5.491790440718403,Thompson Sampling
1,5.683389802313256,Thompson Sampling
2,5.795657528232894,Thompson Sampling
3,2.599236061558022,Thompson Sampling
0,3.999728015698523,Thompson Sampling
1,4.477995622533602,Thompson Sampling
2,3.537455369783081,Thompson Sampling
3,3.9710454713044245,Thompson Sampling
0,5.317116889904446,Thompson Sampling
1,3.7216640691557643,Thompson Sampling
2,3.8040492401834443,Thompson Sampling
3,3.9874884531786328,Thompson Sampling
0,3.011362272626843,Thompson Sampling
1,4.590317476139989,Thompson Sampling
2,5.279428969721173,Thompson Sampling
3,2.0474539907534854,Thompson Sampling
0,3.7727632230015336,Thompson Sampling
1,3.9872266318029626,Thompson Sampling
2,6.828733970966929,Thompson Sampling
3,4.258376502958462,Thompson Sampling
0,4.8502361805908425,Thompson Sampling
1,4.917621707520667,Thompson Sampling
2,4.949729992077075,Thompson Sampling
3,3.4160901815101266,Thompson Sampling
0,3.7584472864678884,Thompson Sampling
1,3.5588054836222716,Thompson Sampling
2,3.601128415461618,Thompson Sampling
3,4.853117032403974,Thompson Sampling
0,3.699802644401256,Thompson Sampling
1,3.5366864242255103,Thompson Sampling
2,4.548000585958761,Thompson Sampling
3,4.531122184023352,Thompson Sampling
0,4.850240327508352,Thompson Sampling
1,2.31510247299655,Thompson Sampling
2,4.521696796463037,Thompson Sampling
3,4.563784516622312,Thompson Sampling
0,4.532040467949085,Thompson Sampling
1,3.6108301862141383,Thompson Sampling
2,3.6452366774299136,Thompson Sampling
3,3.389228838865736,Thompson Sampling
0,4.638688363427342,Thompson Sampling
1,2.1918052155610765,Thompson Sampling
2,2.6110784876061683,Thompson Sampling
3,2.7091836523390933,Thompson Sampling
0,4.447851089891471,Thompson Sampling
1,3.4650737973345067,Thompson Sampling
2,4.124025621122778,Thompson Sampling
3,5.102908275217222,Thompson Sampling
0,5.375619751596475,Thompson Sampling
1,4.48256981558912,Thompson Sampling
2,5.64058862228941,Thompson Sampling
3,5.1144482938098985,Thompson Sampling
0,2.7941141441304653,Thompson Sampling
1,4.953905847451204,Thompson Sampling
2,5.854109366133966,Thompson Sampling
3,3.36778723710713,Thompson Sampling
0,4.252467915188171,Thompson Sampling
1,6.263354322032445,Thompson Sampling
2,4.969740427261432,Thompson Sampling
3,5.76976317953683,Thompson Sampling
0,5.1655697740895885,Thompson Sampling
1,4.972497260603826,Thompson Sampling
2,3.4048951833229086,Thompson Sampling
3,6.03706106746237,Thompson Sampling
0,3.4063607009673835,Thompson Sampling
1,4.389413425767215,Thompson Sampling
2,3.589412114734251,Thompson Sampling
3,3.945514058332652,Thompson Sampling
0,4.957378289954335,Thompson Sampling
1,3.5026869960892513,Thompson Sampling
2,3.9988284360741138,Thompson Sampling
3,3.712463178223895,Thompson Sampling
0,3.9270257939280886,Thompson Sampling
1,4.672755959223913,Thompson Sampling
2,3.1482536431965933,Thompson Sampling
3,4.2986867704746645,Thompson Sampling
0,5.980212220561552,Thompson Sampling
1,4.144974868094329,Thompson Sampling
2,3.875312778492482,Thompson Sampling
3,5.867269605403085,Thompson Sampling
0,3.75088497428402,Thompson Sampling
1,3.0115550447233423,Thompson Sampling
2,4.119788722360207,Thompson Sampling
3,4.193698384350795,Thompson Sampling
0,5.072714621807523,Thompson Sampling
1,3.1942543231361604,Thompson Sampling
2,3.562827140839652,Thompson Sampling
3,1.1530918452278094,Thompson Sampling
0,4.487031141318327,Thompson Sampling
1,4.605356056469521,Thompson Sampling
2,4.00109645902667,Thompson Sampling
3,3.3401981462686,Thompson Sampling
0,3.8688669863356138,Thompson Sampling
1,3.7230423646799355,Thompson Sampling
2,6.503411739878866,Thompson Sampling
3,4.090749739424283,Thompson Sampling
0,4.3899330239270835,Thompson Sampling
1,4.886700053105917,Thompson Sampling
2,2.6619927374989105,Thompson Sampling
3,5.779258928632469,Thompson Sampling
0,3.5964659489699224,Thompson Sampling
1,3.5765106323419,Thompson Sampling
2,3.771822940563355,Thompson Sampling
3,3.5269659080878784,Thompson Sampling
0,4.686132842886905,Thompson Sampling
1,3.8434049796715435,Thompson Sampling
2,2.762020568430696,Thompson Sampling
3,3.7526562186284895,Thompson Sampling
0,3.457109295607891,Thompson Sampling
1,2.4480036536260164,Thompson Sampling
2,4.770444564592974,Thompson Sampling
3,2.4012214713836597,Thompson Sampling
0,4.765400844606496,Thompson Sampling
1,3.2170258980129116,Thompson Sampling
2,2.692805720989964,Thompson Sampling
3,4.381270239483907,Thompson Sampling
0,3.7070325872397873,Thompson Sampling
1,2.7055021570361015,Thompson Sampling
2,3.9916583698618444,Thompson Sampling
3,4.411526157083759,Thompson Sampling
0,4.273493372087082,Thompson Sampling
1,5.570112956132819,Thompson Sampling
2,2.5018999670051043,Thompson Sampling
3,3.8934642007015365,Thompson Sampling
0,5.415065337868448,Thompson Sampling
1,5.211219282846194,Thompson Sampling
2,3.6945438546714024,Thompson Sampling
3,2.0939735052340875,Thompson Sampling
0,4.457758404429217,Thompson Sampling
1,2.8193897292311787,Thompson Sampling
2,3.3424651420746794,Thompson Sampling
3,5.417352958355258,Thompson Sampling
0,3.3458449985249037,Thompson Sampling
1,4.0177797236829464,Thompson Sampling
2,4.067107800986982,Thompson Sampling
3,3.3935969878697962,Thompson Sampling
0,3.6798338292194046,Thompson Sampling
1,3.7334860700134866,Thompson Sampling
2,4.5920860033636535,Thompson Sampling
3,5.653306067278853,Thompson Sampling
0,3.138223781702646,Thompson Sampling
1,3.886118247786314,Thompson Sampling
2,3.743916837863433,Thompson Sampling
3,4.6528810646321155,Thompson Sampling
0,4.262011555744041,Thompson Sampling
1,4.306062766174728,Thompson Sampling
2,4.734006183957919,Thompson Sampling
3,3.196732788651355,Thompson Sampling
0,3.86992678759774,Thompson Sampling
1,1.4938298776223644,Thompson Sampling
2,5.3878103936055926,Thompson Sampling
3,2.9026202745031187,Thompson Sampling
0,4.830929238344003,Thompson Sampling
1,2.968273612858658,Thompson Sampling
2,3.977014874350197,Thompson Sampling
3,4.618905799688754,Thompson Sampling
0,4.610563625384246,Thompson Sampling
1,2.746573116619615,Thompson Sampling
2,4.855503968767525,Thompson Sampling
3,4.102175667331199,Thompson Sampling
0,2.7919027036193613,Thompson Sampling
1,3.7676030849641844,Thompson Sampling
2,4.383882178306182,Thompson Sampling
3,3.861691568638128,Thompson Sampling
0,2.000618919176146,Thompson Sampling
1,3.255347101842294,Thompson Sampling
2,3.3162320858041445,Thompson Sampling
3,2.785896392711906,Thompson Sampling
0,3.6801867514659485,Thompson Sampling
1,5.440212414393183,Thompson Sampling
2,2.5476898918023227,Thompson Sampling
3,4.930795189259641,Thompson Sampling
0,5.672555880689626,Thompson Sampling
1,3.129780233898088,Thompson Sampling
2,2.4418525125530457,Thompson Sampling
3,3.566310771586398,Thompson Sampling
0,4.527801353418249,Thompson Sampling
1,3.291600586358307,Thompson Sampling
2,4.9396176646146275,Thompson Sampling
3,3.005887754748352,Thompson Sampling
0,5.960548325786785,Thompson Sampling
1,3.7442140738747542,Thompson Sampling
2,4.041430869469978,Thompson Sampling
3,4.253196834612417,Thompson Sampling
0,4.022949970055928,Thompson Sampling
1,3.720902637894347,Thompson Sampling
2,4.4312881997094875,Thompson Sampling
3,3.423241945857581,Thompson Sampling
0,4.163475466565398,Thompson Sampling
1,3.850603756458188,Thompson Sampling
2,4.863961802176438,Thompson Sampling
3,3.8172877711998856,Thompson Sampling
0,2.533406250382363,Thompson Sampling
1,3.35868070577043,Thompson Sampling
2,5.889633561608155,Thompson Sampling
3,4.7221164350881715,Thompson Sampling
0,3.5413988078594585,Thompson Sampling
1,4.876285157853019,Thompson Sampling
2,2.9383892880503604,Thompson Sampling
3,3.9660167238489725,Thompson Sampling
0,5.408914893257312,Thompson Sampling
1,3.557356936142719,Thompson Sampling
2,4.223539567703196,Thompson Sampling
3,2.447051371147741,Thompson Sampling
0,5.691476558523188,Thompson Sampling
1,4.962359674680491,Thompson Sampling
2,4.831166479589411,Thompson Sampling
3,2.602870100767059,Thompson Sampling
0,3.5954364175806255,Thompson Sampling
1,3.9580034560703043,Thompson Sampling
2,3.53922363171278,Thompson Sampling
3,4.7244530583336894,Thompson Sampling
0,4.249952100372465,Thompson Sampling
1,5.562565918827756,Thompson Sampling
2,4.030186213395894,Thompson Sampling
3,2.7338990048676584,Thompson Sampling
0,3.123858208313205,Thompson Sampling
1,3.0491647467042107,Thompson Sampling
2,4.208893920365546,Thompson Sampling
3,3.2122177647916477,Thompson Sampling
0,4.937712853244384,Thompson Sampling
1,1.6069353277594236,Thompson Sampling
2,4.005229906481843,Thompson Sampling
3,5.627146506349902,Thompson Sampling
0,3.449531793223514,Thompson Sampling
1,6.571998526116981,Thompson Sampling
2,2.9133839328504836,Thompson Sampling
3,3.9013665836218787,Thompson Sampling
0,5.06338776737869,Thompson Sampling
1,5.218673683431097,Thompson Sampling
2,4.904898211080148,Thompson Sampling
3,4.7958816979509225,Thompson Sampling
0,4.621148171832224,Thompson Sampling
1,2.615674972183256,Thompson Sampling
2,3.9798172569796924,Thompson Sampling
3,4.100552636380182,Thompson Sampling
0,3.443451913305129,Thompson Sampling
1,4.771818050158676,Thompson Sampling
2,3.0661564565382475,Thompson Sampling
3,4.064687595321715,Thompson Sampling
0,4.533966052459654,Thompson Sampling
1,3.7310642475308544,Thompson Sampling
2,3.564349151977858,Thompson Sampling
3,6.054905118011025,Thompson Sampling
0,5.401304962448601,Thompson Sampling
1,2.6284810030511023,Thompson Sampling
2,5.2809319945506505,Thompson Sampling
3,3.9442272549398054,Thompson Sampling
0,6.8007486875808745,Thompson Sampling
1,4.778360507145015,Thompson Sampling
2,3.1380052278198876,Thompson Sampling
3,3.3259089166619287,Thompson Sampling
0,3.827874647919311,Thompson Sampling
1,4.2978383425554565,Thompson Sampling
2,3.289413184838092,Thompson Sampling
3,3.2491742796619434,Thompson Sampling
0,4.664074480137998,Thompson Sampling
1,2.986495727733284,Thompson Sampling
2,4.379897895609114,Thompson Sampling
3,4.403076269163785,Thompson Sampling
0,3.636378545273016,Thompson Sampling
1,4.0643058652776265,Thompson Sampling
2,3.4729849625105853,Thompson Sampling
3,4.0921124715746355,Thompson Sampling
0,3.7056276771994736,Thompson Sampling
1,3.9977816080914743,Thompson Sampling
2,3.2031364393968538,Thompson Sampling
3,2.5049162582543483,Thompson Sampling
0,4.484292979979958,Thompson Sampling
1,3.836139167614639,Thompson Sampling
2,4.547617542328926,Thompson Sampling
3,5.734014672730155,Thompson Sampling
0,2.6418971507117432,Thompson Sampling
1,4.993947596038382,Thompson Sampling
2,2.9578207209382423,Thompson Sampling
3,2.5038042575241377,Thompson Sampling
0,3.4463776865471782,Thompson Sampling
1,4.283300496973076,Thompson Sampling
2,3.2979146161937605,Thompson Sampling
3,3.1404087768242572,Thompson Sampling
0,5.733164166233193,Thompson Sampling
1,5.090766811367906,Thompson Sampling
2,4.6932068895909,Thompson Sampling
3,3.3844245485631648,Thompson Sampling
0,3.9672269204599995,Thompson Sampling
1,5.600787074726678,Thompson Sampling
2,2.1814743458426946,Thompson Sampling
3,4.662907984737007,Thompson Sampling
0,3.0279069127047955,Thompson Sampling
1,3.5389916086587827,Thompson Sampling
2,4.3650681534262805,Thompson Sampling
3,4.093691013023599,Thompson Sampling
0,4.093653392053628,Thompson Sampling
1,5.146772808364895,Thompson Sampling
2,5.059005319734899,Thompson Sampling
3,4.305092758484992,Thompson Sampling
0,5.160829879724876,Thompson Sampling
1,4.309551138122756,Thompson Sampling
2,5.89194039656686,Thompson Sampling
3,5.328290646835298,Thompson Sampling
0,4.249564546779611,Thompson Sampling
1,3.518973095938532,Thompson Sampling
2,3.416133692715488,Thompson Sampling
3,2.593777304551163,Thompson Sampling
0,4.997753171182548,Thompson Sampling
1,6.379020031001084,Thompson Sampling
2,4.013637397498948,Thompson Sampling
3,5.64565892887574,Thompson Sampling
0,3.9367963517390527,Thompson Sampling
1,5.041111650186249,Thompson Sampling
2,3.2154804157801196,Thompson Sampling
3,3.322861864525525,Thompson Sampling
0,3.9561884804485286,Thompson Sampling
1,4.506687747144541,Thompson Sampling
2,3.3854493483366066,Thompson Sampling
3,5.5203779180529375,Thompson Sampling
0,5.345445533383859,Thompson Sampling
1,4.531838844920337,Thompson Sampling
2,2.3901540216232062,Thompson Sampling
3,2.7337176630487265,Thompson Sampling
0,2.531526675514394,Thompson Sampling
1,2.54059085324561,Thompson Sampling
2,3.507834321353653,Thompson Sampling
3,2.573135173052105,Thompson Sampling
0,4.1432564795749025,Thompson Sampling
